machine_id,timestamp,step,vibration,temperature,current,pressure,failure_event,vibration_rolling_mean_6h,vibration_rolling_std_6h,vibration_rolling_mean_24h,vibration_rolling_std_24h,vibration_rolling_mean_72h,vibration_rolling_std_72h,temperature_rolling_mean_6h,temperature_rolling_std_6h,temperature_rolling_mean_24h,temperature_rolling_std_24h,temperature_rolling_mean_72h,temperature_rolling_std_72h,current_rolling_mean_6h,current_rolling_std_6h,current_rolling_mean_24h,current_rolling_std_24h,current_rolling_mean_72h,current_rolling_std_72h,pressure_rolling_mean_6h,pressure_rolling_std_6h,pressure_rolling_mean_24h,pressure_rolling_std_24h,pressure_rolling_mean_72h,pressure_rolling_std_72h,vibration_diff,vibration_rate,temperature_diff,temperature_rate,current_diff,current_rate,pressure_diff,pressure_rate,failure_next_48h
M000,2026-06-01 00:00:00,0,0.3223756717965269,56.47451290562498,12.146239529311938,98.0461490138986,0,0.3223756717965269,0.0,0.3223756717965269,0.0,0.3223756717965269,0.0,56.47451290562498,0.0,56.47451290562498,0.0,56.47451290562498,0.0,12.146239529311938,0.0,12.146239529311938,0.0,12.146239529311938,0.0,98.0461490138986,0.0,98.0461490138986,0.0,98.0461490138986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
M000,2026-06-01 01:00:00,1,0.3790982657887862,52.31452869474861,11.415815481241593,102.56645864318232,0,0.35073696879265653,0.040108930858417886,0.35073696879265653,0.040108930858417886,0.35073696879265653,0.040108930858417886,54.3945208001868,2.94155304513965,54.3945208001868,2.94155304513965,54.3945208001868,2.94155304513965,11.781027505276764,0.5164877975322693,11.781027505276764,0.5164877975322693,11.781027505276764,0.5164877975322693,100.30630382854045,3.1963415919293694,100.30630382854045,3.1963415919293694,100.30630382854045,3.1963415919293694,0.05672259399225932,0.1759518442448127,-4.159984210876367,-0.07366126765587422,-0.7304240480703452,-0.06013581786425737,4.520309629283716,0.046103897753729584,0
M000,2026-06-01 02:00:00,2,0.3893649225637745,53.328356221684885,12.549901214476415,101.08632602353262,0,0.3636129533830292,0.036079580164093024,0.3636129533830292,0.036079580164093024,0.3636129533830292,0.036079580164093024,54.039132607352826,2.169163309090065,54.039132607352826,2.169163309090065,54.039132607352826,2.169163309090065,12.037318741676648,0.5748351207659553,12.037318741676648,0.5748351207659553,12.037318741676648,0.5748351207659553,100.56631122687118,2.3045848493186187,100.56631122687118,2.3045848493186187,100.56631122687118,2.3045848493186187,0.010266656774988281,0.027081782486201966,1.013827526936275,0.01937946402713253,1.1340857332348229,0.09934338331749903,-1.4801326196496944,-0.014430961536840425,0
M000,2026-06-01 03:00:00,3,0.3026092518123867,54.02036569521286,11.898143446497066,100.8593018893464,0,0.34836202799036853,0.04240503473890978,0.34836202799036853,0.04240503473890978,0.34836202799036853,0.04240503473890978,54.034440879317835,1.7711392821899106,54.034440879317835,1.7711392821899106,54.034440879317835,1.7711392821899106,12.002524917881754,0.4744815255354219,12.002524917881754,0.4744815255354219,12.002524917881754,0.4744815255354219,100.63955889248999,1.8873796033690988,100.63955889248999,1.8873796033690988,100.63955889248999,1.8873796033690988,-0.08675567075138779,-0.22281326776984645,0.6920094735279747,0.01297638859617778,-0.6517577679793494,-0.0519332986643386,-0.22702413418622314,-0.0022458441523868222,0
M000,2026-06-01 04:00:00,4,0.3232887898693989,56.92154907639158,12.06292121025535,102.25352897500504,0,0.3433473803661746,0.038397573912687215,0.3433473803661746,0.038397573912687215,0.3433473803661746,0.038397573912687215,54.611862518732586,2.004938781112586,54.611862518732586,2.004938781112586,54.611862518732586,2.004938781112586,12.014604176356473,0.4117998069235965,12.014604176356473,0.4117998069235965,12.014604176356473,0.4117998069235965,100.96235290899298,1.786793555747558,100.96235290899298,1.786793555747558,100.96235290899298,1.786793555747558,0.020679538057012226,0.06833742832764811,2.9011833811787184,0.05370536359467515,0.16477776375828412,0.013849031531620648,1.3942270856586418,0.013823485385495271,0
M000,2026-06-01 05:00:00,5,0.3682354419779639,55.42484995877511,12.898118261730032,105.4567086395497,0,0.34749539063480617,0.03581528837013962,0.34749539063480617,0.03581528837013962,0.34749539063480617,0.03581528837013962,54.747360425406335,1.8237274218164274,54.747360425406335,1.8237274218164274,54.747360425406335,1.8237274218164274,12.16185652391873,0.5155218598288815,12.16185652391873,0.5155218598288815,12.16185652391873,0.5155218598288815,101.71141219741912,2.433237323845219,101.71141219741912,2.433237323845219,101.71141219741912,2.433237323845219,0.044946652108564966,0.1390294174033142,-1.4966991176164655,-0.026294068624306388,0.8351970514746814,0.06923671612516502,3.2031796645446633,0.03132585932880283,0
M000,2026-06-01 06:00:00,6,0.3554795789022019,56.0799303589587,12.58382257658068,96.32901418837884,0,0.353012708485752,0.03365643063471263,0.3486359889587199,0.03283370959779728,0.3486359889587199,0.03283370959779728,54.68159666762862,1.7548017695617952,54.93772755877096,1.73934727484074,54.93772755877096,1.73934727484074,12.234787031796856,0.5430860419877382,12.222137388584725,0.49689583262693565,12.222137388584725,0.49689583262693565,101.42522305983249,2.988238550021787,100.94249819612764,3.0120542964565367,100.94249819612764,3.0120542964565367,-0.012755863075761986,-0.03464050882023828,0.6550804001835857,0.011819254371835619,-0.3142956851493519,-0.0243675611257107,-9.127694451170868,-0.08655394776608538,0
M000,2026-06-01 07:00:00,7,0.3628740447077124,53.830282405020334,11.865988478321592,98.2704732629673,0,0.3503086716389064,0.03173860543881595,0.3504157459273439,0.030812096113348085,0.3504157459273439,0.030812096113348085,54.93422228600724,1.4237593349583295,54.79929691455213,1.6572397049427223,54.79929691455213,1.6572397049427223,12.309815864643523,0.4257309626715201,12.177618774801832,0.476957560464317,12.177618774801832,0.476957560464317,100.70922549646332,3.169288901908287,100.6084950794826,2.944294218043131,100.6084950794826,2.944294218043131,0.007394465805510508,0.020801380007105408,-2.2496479539383643,-0.0401150275961244,-0.7178340982590878,-0.05704420051145864,1.9414590745884652,0.02015445804097804,0
M000,2026-06-01 08:00:00,8,0.3364569914682745,53.85308695590788,11.715902556120437,98.59643682118858,0,0.34149068312298975,0.025442610536053,0.3488647732096695,0.029195235157036453,0.3488647732096695,0.029195235157036453,55.02167740837774,1.3175439737844634,54.69416247470277,1.5819662650214015,54.69416247470277,1.5819662650214015,12.17081608825086,0.46591859346870657,12.126316972726123,0.47195267160966675,12.126316972726123,0.47195267160966675,100.2942439627393,3.271402569469459,100.38493305078326,2.8346216172864067,100.38493305078326,2.8346216172864067,-0.026417053239437882,-0.0727995116341712,0.02280455088754252,0.00042363795745981037,-0.15008592220115524,-0.012648412938825349,0.3259635582212752,0.003317004054198547,0
M000,2026-06-01 09:00:00,9,0.3851600149480469,55.76616210068281,11.859710528857349,98.16068379343548,0,0.35524914364559973,0.022343256611420264,0.3524942973835073,0.029822631530358485,0.3524942973835073,0.029822631530358485,55.31264347595607,1.2428415353167253,54.80136243730077,1.529531627206233,54.80136243730077,1.529531627206233,12.164410601977574,0.47065715689819543,12.099656328339245,0.4528779195614952,12.099656328339245,0.4528779195614952,99.84447428008748,3.3624219184593382,100.16250812504849,2.7635161577725618,100.16250812504849,2.7635161577725618,0.0487030234797724,0.14475259755261982,1.9130751447749361,0.03552396441714212,0.14380797273691215,0.012274596177977548,-0.4357530277530941,-0.004419561617052814,0
