machine_id,timestamp,step,vibration,temperature,current,pressure,failure_event
M000,2026-06-01 00:00:00,0,0.32237567179652693,56.474512905624984,12.146239529311938,98.04614901389859,0
M000,2026-06-01 01:00:00,1,0.3790982657887862,52.31452869474861,11.415815481241593,102.56645864318232,0
M000,2026-06-01 02:00:00,2,0.3893649225637745,53.328356221684885,12.549901214476415,101.08632602353262,0
M000,2026-06-01 03:00:00,3,0.30260925181238674,54.02036569521286,11.898143446497066,100.85930188934641,0
M000,2026-06-01 04:00:00,4,0.32328878986939896,56.92154907639158,12.06292121025535,102.25352897500505,0
M000,2026-06-01 05:00:00,5,0.3682354419779639,55.42484995877511,12.898118261730032,105.4567086395497,0
M000,2026-06-01 06:00:00,6,0.35547957890220194,56.0799303589587,12.583822576580681,96.32901418837885,0
M000,2026-06-01 07:00:00,7,0.3628740447077124,53.830282405020334,11.865988478321592,98.2704732629673,0
M000,2026-06-01 08:00:00,8,0.33645699146827457,53.85308695590788,11.715902556120435,98.59643682118858,0
M000,2026-06-01 09:00:00,9,0.38516001494804697,55.76616210068281,11.859710528857347,98.16068379343548,0
M000,2026-06-01 10:00:00,10,0.38379830108466995,55.26044007268598,12.170050206636937,97.71901439068813,0
M000,2026-06-01 11:00:00,11,0.3620694032522973,55.82002545392132,11.95457246983185,99.36248708428984,0
M000,2026-06-01 12:00:00,12,0.39125302353195474,54.91316145148895,11.85899534285044,97.47012878380566,0
M000,2026-06-01 13:00:00,13,0.3688120883131768,55.37950271926414,12.615512155971139,100.57591522535246,0
M000,2026-06-01 14:00:00,14,0.3241664392479871,55.27856107411488,11.965856003358219,100.00779924207147,0
M000,2026-06-01 15:00:00,15,0.364923102021908,56.081718719839785,12.934407394180672,100.84463896492787,0
M000,2026-06-01 16:00:00,16,0.32540857115269023,56.08174058378305,12.041450354253715,100.8668540977634,0
M000,2026-06-01 17:00:00,17,0.3770773581384853,53.186894402976804,12.719861477872845,101.06324036036654,0
M000,2026-06-01 18:00:00,18,0.35246026276808756,52.42074150610644,12.143664444085493,99.11316137954425,0
M000,2026-06-01 19:00:00,19,0.34617037395213984,56.335971947801326,12.345148694169573,104.01839184705659,0
M000,2026-06-01 20:00:00,20,0.32566235601833055,56.52776872047329,11.692555727282397,100.30911094754549,0
M000,2026-06-01 21:00:00,21,0.38685137166754624,53.833579727338574,11.639274315723533,96.0371683927104,0
M000,2026-06-01 22:00:00,22,0.34339085908699674,52.87912860720101,12.15496437877445,97.73992773086378,0
M000,2026-06-01 23:00:00,23,0.33354131252333247,55.22657935100819,12.355296749097985,96.24005080652297,0
M000,2026-06-02 00:00:00,24,0.3359918607549755,56.32584888496285,11.98314724443938,99.78437433189396,0
M000,2026-06-02 01:00:00,25,0.3670954997273833,57.368271938503106,11.434612182839826,99.3365663102673,0
M000,2026-06-02 02:00:00,26,0.36216969525517045,55.78441169608614,11.359962659188092,98.71459814776941,0
M000,2026-06-02 03:00:00,27,0.3587918831675468,54.780141617483366,11.341354040893494,103.61914254056038,0
M000,2026-06-02 04:00:00,28,0.36151004292635236,54.18598491569166,11.215541816551374,100.79285312749533,0
M000,2026-06-02 05:00:00,29,0.4108948819651828,55.30782685478311,11.962392169012407,101.10883090827288,0
M000,2026-06-02 06:00:00,30,0.3420046993336484,54.99449769405941,12.345657536412983,97.7905797226373,0
